Player,Salary,Signed Using,Guaranteed,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Deandre Ayton\aytonde01,,,,C,20,PHO,71,2183,20.5,0.608,0.005,0.217,11.1,26.1,18.5,9.6,1.3,2.6,11.7,21.2,4.1,1.7,5.8,0.128,1.3,-1.1,0.2,1.2
Dwayne Bacon\bacondw01,1378242,,,SG,23,CHO,43,759,11.7,0.57,0.339,0.179,1.1,11.7,6.3,9.2,0.8,0.6,6.1,16.8,0.9,0.3,1.2,0.073,-2.1,-1.6,-3.7,-0.3
Marvin Bagley III\baglema01,,,,PF,19,SAC,62,1567,18.9,0.562,0.136,0.371,10.4,20.8,15.5,5.9,1,3.2,10.7,24.2,2,1.6,3.6,0.11,0.5,-1.5,-1,0.4
Ron Baker\bakerro01,948580,,,SG,25,TOT,15,152,2.5,0.309,0.65,0.3,0.7,7.1,3.8,12.8,1.9,0.6,18.1,7.8,-0.2,0.1,-0.1,-0.034,-7.7,0.7,-7,-0.2
Ron Baker\bakerro01,948580,,,SG,25,NYK,11,107,4.4,0.376,0.563,0.375,1,6,3.4,16.1,2.3,0,13.9,8.6,0,0,0,0.002,-7.7,1.1,-6.6,-0.1
Ron Baker\bakerro01,948580,,,SG,25,WAS,4,45,-2,0,1,0,0,9.8,4.8,5.1,1.1,1.9,33.3,5.7,-0.1,0,-0.1,-0.12,-7.9,0,-7.9,-0.1
Wade Baldwin\baldwwa01,,,,PG,22,POR,16,94,1.3,0.396,0.273,0.333,2.3,14.4,8.5,16.6,0.5,1.7,27,23.3,-0.4,0.1,-0.3,-0.153,-8.4,-1.9,-10.3,-0.2
Lonzo Ball\balllo01,,,,PG,21,LAL,47,1423,11.7,0.487,0.5,0.105,4,14,9.1,23.8,2.3,1.1,17.8,16.9,-0.2,1.7,1.6,0.052,-1.6,1.3,-0.3,0.6
Mo Bamba\bambamo01,4865040,,,C,20,ORL,47,766,14.9,0.539,0.288,0.259,8.8,24,16.3,7.4,0.8,7,13.7,17.8,0.3,1.4,1.7,0.106,-2.8,1.4,-1.4,0.1
J.J. Barea\bareajo01,3710850,,,PG,34,DAL,38,752,16.3,0.495,0.332,0.203,1.9,11.6,6.8,47.5,1.4,0.1,14.7,28.1,0.4,0.6,1,0.064,1.2,-1.8,-0.6,0.3
Harrison Barnes\barneha02,24107258,,,PF,26,TOT,77,2533,12.8,0.55,0.429,0.271,2.4,12.7,7.5,6.7,0.9,0.4,7.9,20.9,2,1.6,3.6,0.068,-0.2,-1.2,-1.4,0.4
Harrison Barnes\barneha02,24107258,,,PF,26,DAL,49,1584,13.1,0.538,0.434,0.276,2.4,11.5,7,6.3,1,0.6,7.8,23.7,0.8,1.1,1.9,0.059,0,-1.2,-1.2,0.3
Harrison Barnes\barneha02,24107258,,,SF,26,SAC,28,949,12.3,0.578,0.419,0.258,2.2,14.8,8.4,7.5,0.8,0.2,8,16.3,1.1,0.5,1.7,0.084,-0.5,-1.2,-1.7,0.1
Will Barton\bartowi01,11830358,,,SF,28,DEN,43,1189,11,0.501,0.426,0.161,2.9,15.3,9.1,14.6,0.7,1.6,11.7,20,0.1,1.1,1.2,0.049,-1.1,-0.8,-1.8,0
Keita Bates-Diop\bateske01,838464,,,SF,23,MIN,30,503,9.6,0.489,0.366,0.197,3.4,14.4,8.8,4.6,1.7,2.4,8.3,14.1,0,0.4,0.3,0.032,-2.8,-0.6,-3.4,-0.2
Nicolas Batum\batumni01,24000000,,,SF,30,CHO,75,2354,11.9,0.581,0.53,0.158,3.2,14.9,8.9,14.5,1.5,1.6,16.3,13.2,2,1.7,3.7,0.076,-0.7,0.4,-0.3,1
Jerryd Bayless\bayleje01,,,,PG,30,MIN,34,657,8.5,0.431,0.426,0.122,1.8,8.4,5,24.6,1.3,0.3,11.7,17.6,-0.2,0.2,0,-0.003,-2.9,-1.7,-4.6,-0.4
Aron Baynes\baynear01,5193600,,,C,32,BOS,51,821,14,0.567,0.274,0.278,11.4,19.8,15.6,9.3,0.7,3.7,13.8,15.2,1.3,1.1,2.4,0.139,-1.8,0.3,-1.5,0.1
Kent Bazemore\bazemke01,18089887,,,SG,29,ATL,67,1643,11.9,0.507,0.434,0.253,2.3,14.6,8.3,13.5,2.5,2.2,13.6,22,-0.7,1.4,0.7,0.021,-2.5,0.2,-2.3,-0.1
Bradley Beal\bealbr01,25434263,,,SG,25,WAS,82,3028,20.8,0.581,0.37,0.278,3.1,11.7,7.4,24.1,1.9,1.6,11,28.4,5.9,1.7,7.6,0.12,3.8,-0.8,2.9,3.7
Malik Beasley\beaslma01,1773840,,,SG,22,DEN,81,1879,14.2,0.599,0.55,0.09,2,9.5,5.8,7.5,1.4,0.5,6.7,18.7,2.9,1.6,4.5,0.115,0.8,-0.7,0.1,1
Michael Beasley\beaslmi01,3500000,,,PF,30,LAL,26,277,15.9,0.532,0.111,0.255,4.9,17.2,11.2,14.8,1.5,3,13.7,29.5,-0.1,0.4,0.2,0.039,-1.9,0.5,-1.5,0
Marco Belinelli\belinma01,6153846,,,SG,32,SAS,79,1815,11.9,0.557,0.572,0.18,1,10.8,5.9,10.1,0.9,0.4,8.8,19.8,1.4,1.1,2.5,0.065,-0.5,-1.2,-1.7,0.1
Jordan Bell\belljo01,1378242,,,C,24,GSW,68,788,12.9,0.531,0.01,0.214,7.8,16.7,12.5,12.3,1.2,5.4,16.7,13.7,0.5,1.1,1.6,0.096,-2.2,1.3,-0.9,0.2
DeAndre' Bembry\bembrde01,1634640,,,SG,24,ATL,82,1931,10.8,0.508,0.281,0.221,2.9,16.9,9.7,14.7,2.5,1.8,17.4,17.2,-0.9,1.7,0.9,0.022,-3.3,0.8,-2.4,-0.2
Dragan Bender\bendedr01,4661280,,,PF,21,PHO,46,826,9.5,0.521,0.513,0.274,4.5,20.3,12.3,9.4,1,2.2,14.4,13.4,0,0.4,0.5,0.027,-3.4,-0.8,-4.1,-0.5
Dairis Bertāns\bertada02,,,,SG,29,NOP,12,167,2,0.362,0.723,0,1.3,4.3,2.8,7.2,0.3,0,4.1,12,-0.2,0,-0.2,-0.054,-5.6,-3.2,-8.8,-0.3
Dāvis Bertāns\bertada01,,,,PF,26,SAS,76,1632,13,0.632,0.746,0.132,1.6,16,8.8,8.2,1,1.7,8.2,14.1,2.6,1.5,4,0.118,1.1,0.2,1.3,1.4
Patrick Beverley\beverpa01,5027028,,,PG,30,LAC,78,2137,11.8,0.561,0.591,0.258,3.9,15,9.6,18.4,1.5,1.6,13.8,12.2,2.8,2,4.8,0.108,-0.3,1.2,0.9,1.5
Khem Birch\birchkh01,1378242,,,C,26,ORL,50,643,19.2,0.64,0.007,0.55,13,18.8,15.8,8.5,1.4,3.8,9.6,14.1,1.8,1,2.8,0.212,0.1,1,1.2,0.5
Bismack Biyombo\biyombi01,17000000,,,C,26,CHO,54,783,14.4,0.602,0,0.583,11,23.3,17,5.9,0.7,4.6,14.8,12.7,1.2,0.8,2,0.125,-2.4,0,-2.5,-0.1
Nemanja Bjelica\bjeline01,6500000,,,PF,30,SAC,77,1788,15.4,0.585,0.433,0.155,7,18.8,12.8,11.1,1.4,2.7,11.5,16.5,2.7,1.9,4.5,0.122,0.4,0.5,0.9,1.3
Antonio Blakeney\blakean01,1349383,,,SG,22,CHI,57,829,10.6,0.487,0.23,0.192,0.9,13.1,6.9,8.2,0.7,0.9,7.5,24.5,-0.8,0.3,-0.5,-0.03,-2.4,-2.7,-5.2,-0.7
Eric Bledsoe\bledser01,15000000,,,PG,29,MIL,78,2272,19.3,0.577,0.388,0.243,3.9,11.8,8.1,27.4,2.4,1.1,13.3,22.9,4.4,3.7,8.2,0.173,1.9,1.2,3.1,2.9
Jaron Blossomgame\blossja01,,,,SF,25,CLE,27,439,10.2,0.51,0.368,0.123,6.3,19.1,12.4,4.2,0.8,1.6,9,12.2,0.2,0.1,0.3,0.03,-1.9,-1.8,-3.8,-0.2
Bogdan Bogdanović\bogdabo01,,,,SG,26,SAC,70,1947,14.1,0.53,0.431,0.188,2.1,11,6.4,19.3,1.7,0.7,11.1,22.3,1.3,1.4,2.7,0.067,-0.1,-0.6,-0.6,0.7
Bojan Bogdanović\bogdabo02,,,,SF,29,IND,81,2573,16.1,0.613,0.367,0.29,1.5,12.7,7.2,9.5,1.3,0,10.2,22.4,3.9,2.8,6.8,0.126,1.3,-0.6,0.7,1.7
Andrew Bogut\bogutan01,307648,,,C,34,GSW,11,134,13.4,0.523,0,0.083,10,32.8,21.9,10.6,1.1,5,17.7,14.5,0.1,0.2,0.3,0.111,-3.7,0.8,-2.9,0
Jonah Bolden\boldejo01,1690000,,,PF,23,PHI,44,639,12.7,0.595,0.593,0.167,8,19,13.7,8.5,1.3,4.8,17.2,13.8,0.5,0.9,1.4,0.106,-1.8,1.1,-0.7,0.2
Isaac Bonga\bongais01,1000000,,,PG,19,LAL,22,120,6,0.24,0.242,0.455,7.9,13.5,10.8,14.9,3.5,2.7,13.2,15.7,-0.3,0.2,-0.1,-0.059,-7,2.2,-4.8,-0.1
Devin Booker\bookede01,3314365,,,SG,22,PHO,64,2242,20.2,0.584,0.33,0.362,1.9,11.3,6.5,34.1,1.2,0.5,15.4,32.9,3.3,0.3,3.5,0.076,3.3,-2.3,1,1.7
Chris Boucher\bouchch01,457418,,,PF,26,TOR,28,163,22.2,0.563,0.487,0.197,10.9,25.8,18.5,1.9,1.8,12.2,7.8,23.6,0.2,0.4,0.7,0.194,-0.2,2.8,2.6,0.2
Avery Bradley\bradlav01,12000000,,,SG,28,TOT,63,1905,7.6,0.496,0.403,0.082,2.5,7.3,4.9,11.8,1,0.7,12.4,16.2,-0.6,1,0.3,0.009,-2.8,-0.9,-3.7,-0.8
Avery Bradley\bradlav01,12000000,,,SG,28,LAC,49,1463,5.5,0.464,0.41,0.06,2.6,6.7,4.7,8.8,0.9,0.9,12.4,14.2,-1,0.6,-0.3,-0.011,-3.7,-0.9,-4.6,-1
Avery Bradley\bradlav01,12000000,,,SG,28,MEM,14,442,14.5,0.565,0.388,0.133,2,9.3,5.6,21.6,1.6,0,12.3,22.9,0.3,0.4,0.7,0.074,0.1,-1,-0.9,0.1
Tony Bradley\bradlto01,1679520,,,C,21,UTA,3,36,19.6,0.504,0,0.125,27.6,17.7,22.6,4.5,2.7,4.4,15.1,23.6,0,0.1,0.1,0.13,-3.6,-2.4,-6,0
Corey Brewer\breweco01,2000000,,,SF,32,TOT,31,492,11.6,0.532,0.358,0.35,5.4,10.7,8,10.2,3,1.2,11.8,13.6,0.4,0.6,1,0.095,-2.9,1.6,-1.3,0.1
Corey Brewer\breweco01,2000000,,,SF,32,PHI,7,140,10.8,0.484,0.286,0.265,3.1,9.6,6.4,10,4,1.1,12.8,18.8,-0.1,0.2,0.1,0.044,-5.1,1.5,-3.6,-0.1
Corey Brewer\breweco01,2000000,,,SF,32,SAC,24,352,12,0.562,0.405,0.405,6.3,11.1,8.6,10.3,2.6,1.2,11.2,11.5,0.5,0.4,0.8,0.115,-2,1.6,-0.4,0.1
Mikal Bridges\bridgmi01,3552960,,,SF,22,PHO,82,2417,10.8,0.556,0.556,0.21,2.5,9.7,6,9.8,2.5,1.3,10.2,12.2,1.7,1.2,2.9,0.058,-2,0.4,-1.6,0.3
Miles Bridges\bridgmi02,3206640,,,SF,20,CHO,80,1696,13.1,0.548,0.391,0.151,4.2,16.6,10.3,8.1,1.6,2.5,8.4,15.1,1.4,1.5,2.9,0.083,-0.9,0.1,-0.8,0.5
Isaiah Briscoe\briscis01,838464,,,PG,22,ORL,39,559,6.7,0.455,0.246,0.188,0.9,13.4,7.1,21,1,0.3,17.2,14.1,-0.3,0.5,0.3,0.023,-5.4,0.4,-5,-0.4
Ryan Broekhoff\broekry01,838464,,,SG,28,DAL,42,453,10.7,0.621,0.738,0.151,1.9,12.9,7.4,7.2,0.6,0.8,10.6,14.3,0.5,0.3,0.8,0.086,-0.5,-0.5,-1,0.1
Malcolm Brogdon\brogdma01,1544951,,,SG,26,MIL,64,1832,17.8,0.614,0.326,0.203,3.8,11.7,8,16.2,1.2,0.6,10,20.7,4.2,2.3,6.5,0.171,2,0.1,2.2,1.9
Dillon Brooks\brookdi01,1378242,,,SF,23,MEM,18,330,7.6,0.499,0.328,0.246,3,7.6,5.3,7.6,1.5,1.1,12.3,20.9,-0.3,0.3,0,-0.004,-5,-1.2,-6.3,-0.4
MarShon Brooks\brookma01,1656092,,,SG,30,MEM,29,387,11.6,0.518,0.32,0.195,3.4,9.7,6.5,11,1.2,1,10.3,23.6,-0.2,0.3,0.1,0.018,-1.9,-1.1,-3,-0.1
Bruce Brown\brownbr01,838464,,,SG,22,DET,74,1449,6.9,0.469,0.296,0.191,3.5,10.7,7,8.8,1.4,2.1,11.9,11.5,-0.1,1.6,1.5,0.048,-4.4,1,-3.3,-0.5
Jaylen Brown\brownja02,5169960,,,SG,22,BOS,74,1913,13.5,0.547,0.348,0.255,3.6,13.9,8.7,7.7,1.7,1.5,10.1,22.1,0.7,2.4,3,0.076,-1.6,-0.4,-2.1,0
Lorenzo Brown\brownlo01,,,,PG,28,TOR,26,212,6.3,0.38,0.394,0.042,2.6,12.9,7.9,17.3,2.7,2,18.1,17.9,-0.5,0.3,-0.1,-0.027,-5.4,1.9,-3.5,-0.1
Sterling Brown\brownst02,1378242,,,SG,23,MIL,58,1034,10.9,0.563,0.471,0.135,3,14.4,9,10.7,1.1,0.7,12.2,15.2,0.7,1.4,2.1,0.098,-1.8,0.3,-1.5,0.1
Troy Brown Jr.\browntr01,2749080,,,SF,19,WAS,52,730,11.1,0.487,0.295,0.201,5.1,16.6,10.8,14.9,1.4,0.6,10.5,16.5,0.2,0.4,0.6,0.039,-1.7,-1,-2.7,-0.1
Jalen Brunson\brunsja01,1230000,,,PG,22,DAL,73,1591,12.8,0.549,0.32,0.212,1.7,9.6,5.7,22.6,1.1,0.2,12.5,19.1,1.5,1,2.6,0.077,-1.2,-0.5,-1.7,0.1
Thomas Bryant\bryanth01,1378242,,,C,21,WAS,72,1496,21,0.674,0.197,0.273,8.1,25.1,16.5,9.3,0.8,3.8,9.6,17.6,4.3,1.3,5.6,0.178,2.3,-0.3,2,1.5
Reggie Bullock\bullore01,2500000,,,SG,27,TOT,63,1879,10.5,0.563,0.662,0.143,1.2,8.8,4.9,10.1,1,0.5,9.3,15.8,1.6,1.4,3.1,0.078,-0.7,-0.4,-1.1,0.4
Reggie Bullock\bullore01,2500000,,,SG,27,DET,44,1355,11,0.569,0.667,0.145,1.6,8.6,5,12,0.9,0.3,10.3,16.7,1.4,1,2.4,0.084,-0.1,-0.5,-0.6,0.5
Reggie Bullock\bullore01,2500000,,,SG,27,LAL,19,524,9.1,0.545,0.647,0.137,0.4,9.3,4.9,5,1.4,1.1,6.3,13.7,0.2,0.4,0.7,0.061,-2.1,-0.1,-2.2,0
Trey Burke\burketr01,1795015,,,PG,26,TOT,58,1125,16.5,0.524,0.29,0.226,2.6,6.7,4.6,24.1,1.4,0.5,7.5,24.8,1.4,0.5,1.9,0.081,1.5,-1.4,0.1,0.6
Trey Burke\burketr01,1795015,,,PG,26,NYK,33,689,15.6,0.496,0.24,0.209,2.2,7.3,4.7,23.6,1.5,0.6,6.9,26.1,0.4,0.2,0.6,0.044,0.9,-1.5,-0.6,0.2
Trey Burke\burketr01,1795015,,,PG,26,DAL,25,436,17.9,0.574,0.384,0.258,3.2,5.9,4.5,24.7,1.3,0.4,8.6,22.8,1,0.3,1.3,0.14,2.3,-1.1,1.2,0.3
Alec Burks\burksal01,11536515,,,SG,27,TOT,64,1375,12.7,0.523,0.354,0.297,2.3,17,9.4,13.7,1.4,1.3,10.8,19,0.7,0.8,1.5,0.052,-0.6,-0.7,-1.2,0.3
Alec Burks\burksal01,11536515,,,SG,27,UTA,17,269,12.4,0.547,0.377,0.333,0.8,9.9,5.4,11.2,1.1,1.2,10.3,23.2,0.2,0.3,0.5,0.084,-0.4,-0.2,-0.6,0.1
Alec Burks\burksal01,11536515,,,SG,27,CLE,34,979,13.2,0.517,0.35,0.288,2.8,19,10.6,15,1.3,1.4,10.7,19.2,0.6,0.3,0.9,0.042,-0.2,-1.2,-1.4,0.1
Alec Burks\burksal01,11536515,,,SG,27,SAC,13,127,9,0.495,0.3,0.25,1.6,16.6,8.9,9.5,2.9,0.7,15.3,8.5,0,0.2,0.2,0.062,-3.9,2.8,-1.1,0
Deonte Burton\burtode02,151587,,,SG,25,OKC,32,240,7,0.47,0.329,0.146,1.7,10.7,6,5,1.2,2.8,9.3,16.3,-0.2,0.3,0.1,0.027,-4.9,0.6,-4.3,-0.1
Jimmy Butler\butleji01,20445779,,,SF,29,TOT,65,2185,20.2,0.571,0.213,0.404,6,10.5,8.3,18,2.7,1.4,8.2,22.3,5.4,2.5,7.9,0.173,2.8,0.9,3.7,3.2
Jimmy Butler\butleji01,20445779,,,SG,29,MIN,10,361,22.3,0.579,0.287,0.389,4.7,10.8,7.7,18.2,3.2,2.4,7.1,23,1,0.4,1.3,0.176,4.7,2.2,6.9,0.8
Jimmy Butler\butleji01,20445779,,,SF,29,PHI,55,1824,19.8,0.569,0.198,0.407,6.3,10.4,8.4,18,2.6,1.2,8.4,22.1,4.4,2.1,6.6,0.172,2.4,0.7,3.1,2.4
Bruno Caboclo\cabocbr01,522151,,,SF,23,MEM,34,800,12.4,0.571,0.578,0.222,5.8,16.5,11.1,9.4,0.9,3.9,13.3,15.9,0.6,0.9,1.5,0.09,-1.1,0.1,-1.1,0.2
José Calderón\caldejo01,,,,PG,37,DET,49,632,7.1,0.453,0.475,0.092,1.8,8.8,5.2,24.9,1.2,0.4,21.9,10.9,0,0.5,0.6,0.043,-4.2,0.3,-3.9,-0.3
Kentavious Caldwell-Pope\caldwke01,12000000,,,SG,25,LAL,82,2035,12.9,0.568,0.575,0.209,2.5,9.4,6,7.5,1.7,0.5,7.3,18.1,2.3,1.8,4,0.095,-0.3,-0.1,-0.5,0.8
Isaiah Canaan\canaais01,1512601,,,PG,27,TOT,30,629,8,0.518,0.585,0.146,1,9.2,5.1,18.2,1.1,0.3,16.7,14.2,0,0.1,0.1,0.008,-2.7,-1.4,-4.1,-0.3
Isaiah Canaan\canaais01,1512601,,,PG,27,PHO,19,503,7.3,0.515,0.558,0.155,1.1,9.8,5.4,17,1.1,0,17.4,14.2,-0.1,0,-0.1,-0.007,-3.3,-1.4,-4.6,-0.3
Isaiah Canaan\canaais01,1512601,,,PG,27,MIN,7,95,12.3,0.536,0.655,0.138,0,5.7,2.8,26.9,1,0.9,11.5,15.4,0.1,0,0.2,0.079,0.7,-2,-1.3,0
Isaiah Canaan\canaais01,1512601,,,PG,27,MIL,4,31,5.2,0.5,0.833,0,3.5,9.3,6.6,11.6,0,2.7,25,10.8,0,0,0,0.03,-3.3,-0.7,-4,0
Clint Capela\capelca01,13793104,,,C,24,HOU,67,2249,23.8,0.658,0,0.357,14.4,27.6,20.8,7.1,1,3.9,10,18.2,7.8,3,10.8,0.23,3.3,-0.3,3,2.8
DeMarre Carroll\carrode01,15400000,,,PF,32,BRK,67,1703,12.1,0.546,0.539,0.421,4.2,17.3,10.8,7.2,0.9,0.5,9.7,18.6,1.5,1.6,3.1,0.088,-0.9,-0.6,-1.5,0.2
Jevon Carter\carteje01,838464,,,PG,23,MEM,39,577,7.8,0.432,0.551,0.173,2.7,10.3,6.4,17.4,2.2,1.8,14.2,18,-0.7,0.7,0,-0.003,-4.1,0.1,-4,-0.3
Vince Carter\cartevi01,1512601,,,PF,42,ATL,76,1330,11.8,0.565,0.675,0.141,2.4,13.2,7.7,9.3,1.5,1.8,8.8,16.7,1.2,0.7,1.9,0.07,-0.4,-0.3,-0.7,0.5
Wendell Carter Jr.\cartewe01,4441200,,,C,19,CHI,44,1110,15.2,0.541,0.086,0.302,8.4,21.8,15,10.7,1.1,4.5,13.4,19.1,0.7,1.2,1.9,0.08,-2.2,0.6,-1.6,0.1
Michael Carter-Williams\cartemi01,59820,,,PG,27,TOT,28,372,14.7,0.458,0.309,0.431,5.4,15,10.1,26.5,2.6,3.4,12,19.4,0.2,0.6,0.8,0.099,-1.4,2.2,0.8,0.3
Michael Carter-Williams\cartemi01,59820,,,PG,27,HOU,16,145,12.7,0.476,0.311,0.426,2.2,7.8,5,22.7,3,3.5,12.1,24.7,0,0.2,0.1,0.044,-2.8,1.2,-1.6,0
Michael Carter-Williams\cartemi01,59820,,,PG,27,ORL,12,227,16.1,0.44,0.306,0.435,7.4,19.6,13.5,28.9,2.4,3.3,11.9,16.1,0.2,0.4,0.6,0.134,-0.5,2.9,2.4,0.3
Alex Caruso\carusal01,,,,PG,24,LAL,25,531,13.9,0.569,0.289,0.37,4,9,6.5,19.7,2.1,1.4,17.3,19,0.5,0.6,1,0.093,-1,0.7,-0.2,0.2
Omri Casspi\casspom01,1512601,,,SF,30,MEM,36,520,15.7,0.606,0.267,0.36,3.6,21.5,12.4,8.1,1.9,1.6,11,18,0.6,0.7,1.3,0.119,-0.3,0.7,0.4,0.3
Willie Cauley-Stein\caulewi01,4696875,,,C,25,SAC,81,2213,18,0.566,0.003,0.343,8.2,23.7,15.8,12.3,2,2,9,17.5,3.8,2.9,6.7,0.146,0.2,1.1,1.2,1.8
Troy Caupain\caupatr01,,,,PG,23,ORL,4,16,30.7,0.625,0.375,0,6.6,13.6,10,42.5,3.1,0,0,21.8,0.1,0,0.1,0.347,9.6,3.7,13.3,0.1
Tyler Cavanaugh\cavanty01,,,,PF,24,UTA,11,39,5,0.414,0.5,0.2,8.5,13.6,11.1,3.4,0,0,8.4,13,0,0,0,0.026,-5.3,-3.1,-8.4,-0.1
Tyson Chandler\chandty01,1333140,,,C,36,TOT,55,875,11.2,0.63,0.01,0.879,11.1,25.3,18.3,5.3,1.1,2.2,23.4,8.5,0.9,1.2,2.1,0.114,-2.9,0.8,-2.1,0
Tyson Chandler\chandty01,1333140,,,C,36,PHO,7,89,11.5,0.653,0,1.5,8.6,40.5,24.3,9.1,1.1,0.9,26,13,0.1,0.1,0.2,0.092,-4.8,0.2,-4.6,-0.1
Tyson Chandler\chandty01,1333140,,,C,36,LAL,48,786,11.2,0.626,0.011,0.793,11.4,23.6,17.6,4.8,1.1,2.3,23,8,0.9,1.1,1.9,0.117,-2.7,0.9,-1.8,0
Wilson Chandler\chandwi01,12800562,,,PF,31,TOT,51,1177,8.5,0.537,0.579,0.092,4.4,14.6,9.7,9.1,1,1.4,13.9,11.8,0.5,1,1.5,0.062,-2.3,-0.5,-2.8,-0.2
Wilson Chandler\chandwi01,12800562,,,PF,31,PHI,36,951,9.1,0.561,0.57,0.087,5,13.4,9.4,9.9,1.1,1.5,15.4,11.2,0.6,0.9,1.5,0.074,-1.8,-0.2,-2,0
Wilson Chandler\chandwi01,12800562,,,SF,31,LAC,15,226,5.8,0.463,0.606,0.106,1.9,19.5,11,5.9,0.6,1.1,9.2,14.2,-0.1,0.2,0,0.009,-4.5,-1.6,-6.1,-0.2
Joe Chealey\chealjo01,,,,PG,23,CHO,1,8,2,0.333,0,0,0,0,0,17.7,0,0,0,16.2,0,0,0,-0.08,-8.5,-6,-14.6,0
Chris Chiozza\chiozch01,90005,,,PG,23,HOU,7,33,7,0.375,0.625,0,3.3,10.3,6.7,16.1,1.5,2.6,11.1,11.8,0,0,0,0.023,-2.7,1.4,-1.3,0
Marquese Chriss\chrisma01,3206160,,,PF,21,TOT,43,499,9.2,0.455,0.4,0.25,8.6,23.6,15.8,6.5,1.7,1.9,15.3,20.6,-0.6,0.4,-0.2,-0.023,-5.7,-1.9,-7.5,-0.7
Marquese Chriss\chrisma01,3206160,,,PF,21,HOU,16,104,3.4,0.391,0.441,0.206,7.3,22.8,14.9,8.2,0.9,3.3,24.4,20.5,-0.3,0.1,-0.2,-0.101,-9.6,-1.7,-11.2,-0.2
Marquese Chriss\chrisma01,3206160,,,PF,21,CLE,27,395,10.7,0.47,0.39,0.26,8.9,23.8,16,6.1,1.9,1.5,12.9,20.7,-0.3,0.2,0,-0.003,-4.6,-1.9,-6.6,-0.5
Gary Clark\clarkga01,596873,,,PF,24,HOU,51,641,9.2,0.48,0.914,0.046,4.1,16.2,10,3.8,1.5,3.5,4.3,10.9,0.3,0.7,1,0.071,-1.1,0.4,-0.7,0.2
Ian Clark\clarkia01,1512601,,,SG,27,NOP,60,973,8.3,0.502,0.527,0.097,1.4,8,4.7,12.9,1.1,0.7,12.7,19.3,-0.4,0.3,-0.1,-0.003,-3.3,-1.8,-5.1,-0.8
Jordan Clarkson\clarkjo01,12500000,,,SG,26,CLE,81,2214,16.8,0.539,0.377,0.163,3.9,9.9,6.8,15.6,1.3,0.5,9.6,27.6,1.9,-0.1,1.8,0.039,2.1,-2.6,-0.5,0.8
John Collins\collijo01,2299080,,,PF,21,ATL,61,1829,21.8,0.627,0.19,0.32,12.3,22.1,17.1,11,0.6,1.8,11.2,23.7,5,1,6,0.158,2.8,-1.9,0.9,1.3
Zach Collins\colliza01,3628920,,,C,21,POR,77,1356,13.5,0.562,0.303,0.315,8.8,16.5,12.7,7.1,0.9,3.9,14.5,16.6,1.4,1.5,2.9,0.104,-1.5,0.3,-1.2,0.3
Darren Collison\collida01,,,,PG,31,IND,76,2143,16.7,0.574,0.294,0.288,1.9,9.9,6,29.9,2.5,0.4,14.4,17.7,3.9,2.9,6.8,0.153,0.8,1,1.8,2.1
Bonzie Colson\colsobo01,,,,SF,23,MIL,8,98,12.9,0.454,0.538,0.231,8.8,21.5,15.5,4,2.4,0.9,6.5,19.6,0,0.2,0.2,0.085,-2.6,-0.8,-3.5,0
Mike Conley\conlemi01,30521115,,,PG,31,MEM,70,2342,21.4,0.569,0.38,0.363,1.9,9.7,5.7,33.4,2,0.9,9.1,27.3,5.7,2.3,8,0.164,4.6,0.1,4.7,3.9
Pat Connaughton\connapa01,1641000,,,SG,26,MIL,61,1261,13.6,0.573,0.571,0.114,5.2,15,10.4,12.6,1.2,1.7,8.2,13.3,2,1.9,3.9,0.149,0.3,0.8,1.2,1
Quinn Cook\cookqu01,1544951,,,PG,25,GSW,74,1059,13.1,0.565,0.456,0.059,2.3,13,7.9,15.2,0.9,0.2,10,20.2,1,0.8,1.8,0.082,-0.5,-1.6,-2.1,0
DeMarcus Cousins\couside01,5337000,,,C,28,GSW,30,771,21.4,0.562,0.256,0.388,6.2,27,17.1,20.4,2.5,4.8,14.2,28.1,0.9,1.5,2.4,0.151,0.4,2.6,3,1
Robert Covington\covinro01,10464092,,,SF,28,TOT,35,1203,13.3,0.58,0.622,0.246,2.5,14.6,8.5,5.2,2.9,3.2,10.5,15.6,0.9,1.6,2.5,0.1,-0.5,2.1,1.6,1.1
Robert Covington\covinro01,10464092,,,SF,28,PHI,13,440,11,0.578,0.658,0.197,1.7,14,8.1,4.3,2.6,4.1,14.8,14.2,0,0.7,0.7,0.077,-1.7,2.2,0.5,0.3
Robert Covington\covinro01,10464092,,,SF,28,MIN,22,763,14.7,0.58,0.604,0.269,2.9,14.9,8.8,5.8,3.1,2.7,8.4,16.5,0.9,0.9,1.8,0.114,0.1,2.1,2.2,0.8
Allen Crabbe\crabbal01,18500000,,,SG,26,BRK,43,1133,7.7,0.519,0.694,0.15,1.5,12.2,6.9,5.8,1,0.9,10.4,16.4,-0.2,1,0.8,0.035,-2.4,-0.4,-2.8,-0.2
Torrey Craig\craigto01,2000000,,,SF,28,DEN,75,1503,10.4,0.547,0.519,0.193,6.4,12.6,9.5,6.3,1.2,2.7,10.1,12.4,1.4,1.7,3,0.096,-2,0.2,-1.9,0
